# OpenSignals Text File Format. Version 1
# {"98:D3:91:FD:69:48": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:91:FD:69:48", "device connection": "BTH98:D3:91:FD:69:48", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2021-9-19", "time": "14:6:14.102", "channels": [2, 5], "sensor": ["RAW", "RAW"], "label": ["A2", "A5"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2", "A5"], "special": [{}, {}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	546	538	
1	0	0	0	0	546	538	
2	0	0	0	0	547	542	
3	0	0	0	0	546	538	
4	0	0	0	0	545	539	
5	0	0	0	0	543	538	
6	0	0	0	0	540	534	
7	0	0	0	0	540	538	
8	0	0	0	0	539	538	
9	0	0	0	0	537	538	
10	0	0	0	0	538	543	
11	0	0	0	0	537	537	
12	0	0	0	0	537	538	
13	0	0	0	0	537	538	
14	0	0	0	0	537	533	
15	0	0	0	0	537	537	
0	0	0	0	0	538	538	
1	0	0	0	0	539	538	
2	0	0	0	0	540	543	
3	0	0	0	0	541	538	
4	0	0	0	0	541	539	
5	0	0	0	0	542	537	
6	0	0	0	0	543	533	
7	0	0	0	0	544	538	
8	0	0	0	0	543	539	
9	0	0	0	0	544	538	
10	0	0	0	0	544	543	
11	0	0	0	0	544	539	
12	0	0	0	0	543	538	
13	0	0	0	0	543	538	
14	0	0	0	0	543	534	
15	0	0	0	0	545	539	
0	0	0	0	0	545	538	
1	0	0	0	0	545	539	
2	0	0	0	0	546	543	
3	0	0	0	0	547	538	
4	0	0	0	0	547	539	
5	0	0	0	0	548	539	
6	0	0	0	0	549	534	
7	0	0	0	0	549	538	
8	0	0	0	0	549	538	
9	0	0	0	0	548	539	
10	0	0	0	0	546	543	
11	0	0	0	0	545	539	
12	0	0	0	0	543	539	
13	0	0	0	0	542	538	
14	0	0	0	0	541	534	
15	0	0	0	0	540	538	
0	0	0	0	0	539	539	
1	0	0	0	0	539	538	
2	0	0	0	0	537	543	
3	0	0	0	0	536	538	
4	0	0	0	0	536	538	
5	0	0	0	0	536	538	
6	0	0	0	0	536	533	
7	0	0	0	0	536	539	
8	0	0	0	0	537	538	
9	0	0	0	0	537	538	
10	0	0	0	0	537	543	
11	0	0	0	0	537	539	
12	0	0	0	0	536	539	
13	0	0	0	0	537	538	
14	0	0	0	0	539	534	
15	0	0	0	0	539	538	
0	0	0	0	0	538	539	
1	0	0	0	0	539	539	
2	0	0	0	0	538	542	
3	0	0	0	0	538	538	
4	0	0	0	0	538	538	
5	0	0	0	0	538	537	
6	0	0	0	0	538	533	
7	0	0	0	0	538	538	
8	0	0	0	0	537	538	
9	0	0	0	0	537	539	
10	0	0	0	0	537	542	
11	0	0	0	0	538	539	
12	0	0	0	0	539	538	
13	0	0	0	0	540	538	
14	0	0	0	0	541	534	
15	0	0	0	0	541	539	
0	0	0	0	0	543	539	
1	0	0	0	0	542	539	
2	0	0	0	0	543	543	
3	0	0	0	0	543	539	
4	0	0	0	0	543	538	
5	0	0	0	0	543	538	
6	0	0	0	0	542	533	
7	0	0	0	0	542	538	
8	0	0	0	0	542	538	
9	0	0	0	0	542	538	
10	0	0	0	0	542	543	
11	0	0	0	0	543	539	
12	0	0	0	0	543	538	
13	0	0	0	0	544	538	
14	0	0	0	0	546	533	
15	0	0	0	0	547	538	
0	0	0	0	0	548	538	
1	0	0	0	0	550	539	
2	0	0	0	0	551	542	
3	0	0	0	0	554	538	
4	0	0	0	0	555	538	
5	0	0	0	0	555	537	
6	0	0	0	0	555	533	
7	0	0	0	0	554	538	
8	0	0	0	0	552	539	
9	0	0	0	0	552	539	
10	0	0	0	0	551	542	
11	0	0	0	0	550	538	
12	0	0	0	0	548	538	
13	0	0	0	0	548	537	
14	0	0	0	0	548	533	
15	0	0	0	0	550	537	
0	0	0	0	0	548	537	
1	0	0	0	0	548	537	
2	0	0	0	0	549	542	
3	0	0	0	0	550	537	
4	0	0	0	0	550	538	
5	0	0	0	0	551	538	
6	0	0	0	0	551	534	
7	0	0	0	0	552	539	
8	0	0	0	0	553	539	
9	0	0	0	0	553	538	
10	0	0	0	0	554	542	
11	0	0	0	0	554	537	
12	0	0	0	0	553	537	
13	0	0	0	0	551	538	
14	0	0	0	0	551	533	
15	0	0	0	0	550	537	
0	0	0	0	0	549	537	
1	0	0	0	0	549	538	
2	0	0	0	0	548	542	
3	0	0	0	0	549	538	
4	0	0	0	0	550	538	
5	0	0	0	0	548	538	
6	0	0	0	0	549	533	
7	0	0	0	0	551	538	
8	0	0	0	0	551	538	
9	0	0	0	0	552	538	
10	0	0	0	0	552	543	
11	0	0	0	0	552	538	
12	0	0	0	0	553	538	
13	0	0	0	0	553	538	
14	0	0	0	0	553	532	
15	0	0	0	0	552	538	
0	0	0	0	0	552	537	
1	0	0	0	0	551	538	
2	0	0	0	0	550	542	
3	0	0	0	0	551	538	
4	0	0	0	0	550	537	
5	0	0	0	0	548	537	
6	0	0	0	0	548	532	
7	0	0	0	0	548	537	
8	0	0	0	0	549	537	
9	0	0	0	0	549	538	
10	0	0	0	0	550	542	
11	0	0	0	0	550	538	
12	0	0	0	0	551	538	
13	0	0	0	0	551	538	
14	0	0	0	0	552	533	
15	0	0	0	0	552	538	
0	0	0	0	0	551	538	
1	0	0	0	0	551	538	
2	0	0	0	0	550	543	
3	0	0	0	0	549	538	
4	0	0	0	0	549	538	
5	0	0	0	0	548	537	
6	0	0	0	0	546	533	
7	0	0	0	0	545	537	
8	0	0	0	0	543	537	
9	0	0	0	0	542	538	
10	0	0	0	0	541	542	
11	0	0	0	0	540	537	
12	0	0	0	0	540	538	
13	0	0	0	0	539	538	
14	0	0	0	0	537	533	
15	0	0	0	0	537	539	
0	0	0	0	0	537	538	
1	0	0	0	0	537	539	
2	0	0	0	0	537	542	
3	0	0	0	0	537	538	
4	0	0	0	0	537	538	
5	0	0	0	0	536	537	
6	0	0	0	0	536	533	
7	0	0	0	0	534	538	
8	0	0	0	0	533	538	
9	0	0	0	0	533	538	
10	0	0	0	0	532	542	
11	0	0	0	0	532	538	
12	0	0	0	0	531	538	
13	0	0	0	0	530	538	
14	0	0	0	0	529	533	
15	0	0	0	0	529	538	
0	0	0	0	0	528	538	
1	0	0	0	0	528	538	
2	0	0	0	0	527	542	
3	0	0	0	0	529	538	
4	0	0	0	0	529	538	
5	0	0	0	0	530	538	
6	0	0	0	0	530	533	
7	0	0	0	0	529	538	
8	0	0	0	0	529	538	
9	0	0	0	0	528	538	
10	0	0	0	0	528	543	
11	0	0	0	0	527	539	
12	0	0	0	0	526	538	
13	0	0	0	0	526	538	
14	0	0	0	0	524	533	
15	0	0	0	0	523	538	
0	0	0	0	0	522	538	
1	0	0	0	0	522	538	
2	0	0	0	0	521	542	
3	0	0	0	0	521	538	
4	0	0	0	0	520	538	
5	0	0	0	0	520	538	
6	0	0	0	0	520	533	
7	0	0	0	0	520	539	
8	0	0	0	0	521	538	
9	0	0	0	0	522	539	
10	0	0	0	0	524	543	
11	0	0	0	0	524	539	
12	0	0	0	0	525	539	
13	0	0	0	0	525	537	
14	0	0	0	0	525	533	
15	0	0	0	0	525	538	
0	0	0	0	0	524	539	
1	0	0	0	0	522	538	
2	0	0	0	0	520	543	
3	0	0	0	0	519	539	
4	0	0	0	0	518	539	
5	0	0	0	0	516	538	
6	0	0	0	0	515	533	
7	0	0	0	0	515	538	
8	0	0	0	0	514	538	
9	0	0	0	0	515	539	
10	0	0	0	0	514	543	
11	0	0	0	0	515	539	
12	0	0	0	0	516	538	
13	0	0	0	0	516	538	
14	0	0	0	0	517	533	
15	0	0	0	0	518	538	
0	0	0	0	0	518	538	
1	0	0	0	0	518	538	
2	0	0	0	0	518	543	
3	0	0	0	0	518	537	
4	0	0	0	0	515	538	
5	0	0	0	0	513	538	
6	0	0	0	0	511	533	
7	0	0	0	0	510	538	
8	0	0	0	0	509	538	
9	0	0	0	0	508	538	
10	0	0	0	0	507	543	
11	0	0	0	0	506	538	
12	0	0	0	0	505	538	
13	0	0	0	0	505	538	
14	0	0	0	0	505	533	
15	0	0	0	0	505	538	
0	0	0	0	0	505	538	
1	0	0	0	0	505	538	
2	0	0	0	0	505	542	
3	0	0	0	0	506	538	
4	0	0	0	0	505	538	
5	0	0	0	0	505	538	
6	0	0	0	0	502	533	
7	0	0	0	0	500	539	
8	0	0	0	0	497	537	
9	0	0	0	0	495	539	
10	0	0	0	0	494	542	
11	0	0	0	0	491	538	
12	0	0	0	0	488	538	
13	0	0	0	0	487	538	
14	0	0	0	0	486	534	
15	0	0	0	0	486	539	
0	0	0	0	0	486	538	
1	0	0	0	0	486	539	
2	0	0	0	0	485	542	
3	0	0	0	0	485	538	
4	0	0	0	0	484	538	
5	0	0	0	0	485	537	
6	0	0	0	0	485	533	
7	0	0	0	0	486	538	
8	0	0	0	0	486	537	
9	0	0	0	0	486	537	
10	0	0	0	0	486	542	
11	0	0	0	0	487	538	
12	0	0	0	0	486	538	
13	0	0	0	0	486	538	
14	0	0	0	0	485	534	
15	0	0	0	0	483	538	
0	0	0	0	0	482	538	
1	0	0	0	0	480	538	
2	0	0	0	0	481	543	
3	0	0	0	0	483	539	
4	0	0	0	0	484	539	
5	0	0	0	0	482	537	
6	0	0	0	0	485	533	
7	0	0	0	0	486	538	
8	0	0	0	0	487	538	
9	0	0	0	0	489	538	
10	0	0	0	0	491	542	
11	0	0	0	0	491	538	
12	0	0	0	0	490	537	
13	0	0	0	0	489	538	
14	0	0	0	0	490	534	
15	0	0	0	0	491	538	
0	0	0	0	0	491	537	
1	0	0	0	0	489	538	
2	0	0	0	0	489	542	
3	0	0	0	0	488	538	
4	0	0	0	0	487	538	
5	0	0	0	0	487	538	
6	0	0	0	0	488	533	
7	0	0	0	0	489	538	
8	0	0	0	0	489	538	
9	0	0	0	0	488	539	
10	0	0	0	0	490	543	
11	0	0	0	0	493	538	
12	0	0	0	0	495	539	
13	0	0	0	0	495	539	
14	0	0	0	0	496	534	
15	0	0	0	0	497	539	
0	0	0	0	0	498	539	
1	0	0	0	0	499	539	
2	0	0	0	0	499	543	
3	0	0	0	0	499	539	
4	0	0	0	0	498	539	
5	0	0	0	0	495	539	
6	0	0	0	0	494	535	
7	0	0	0	0	493	539	
8	0	0	0	0	492	539	
9	0	0	0	0	492	539	
10	0	0	0	0	492	543	
11	0	0	0	0	492	539	
12	0	0	0	0	492	539	
13	0	0	0	0	492	538	
14	0	0	0	0	493	534	
15	0	0	0	0	494	539	
0	0	0	0	0	496	539	
1	0	0	0	0	498	539	
2	0	0	0	0	499	543	
3	0	0	0	0	500	538	
4	0	0	0	0	501	538	
5	0	0	0	0	503	538	
6	0	0	0	0	503	534	
7	0	0	0	0	502	539	
8	0	0	0	0	502	540	
9	0	0	0	0	500	539	
10	0	0	0	0	499	543	
11	0	0	0	0	500	539	
12	0	0	0	0	498	539	
13	0	0	0	0	496	539	
14	0	0	0	0	495	534	
15	0	0	0	0	493	540	
0	0	0	0	0	492	539	
1	0	0	0	0	492	539	
2	0	0	0	0	493	543	
3	0	0	0	0	495	539	
4	0	0	0	0	496	539	
5	0	0	0	0	497	539	
6	0	0	0	0	496	534	
7	0	0	0	0	497	539	
8	0	0	0	0	499	539	
9	0	0	0	0	500	540	
10	0	0	0	0	499	543	
11	0	0	0	0	498	539	
12	0	0	0	0	497	539	
13	0	0	0	0	495	539	
14	0	0	0	0	493	535	
15	0	0	0	0	491	539	
0	0	0	0	0	489	539	
1	0	0	0	0	487	539	
2	0	0	0	0	485	543	
3	0	0	0	0	483	539	
4	0	0	0	0	480	539	
5	0	0	0	0	478	539	
6	0	0	0	0	477	533	
7	0	0	0	0	476	539	
8	0	0	0	0	473	539	
9	0	0	0	0	470	540	
10	0	0	0	0	468	544	
11	0	0	0	0	462	539	
12	0	0	0	0	458	540	
13	0	0	0	0	454	539	
14	0	0	0	0	451	534	
15	0	0	0	0	447	539	
0	0	0	0	0	443	539	
1	0	0	0	0	439	538	
2	0	0	0	0	436	543	
3	0	0	0	0	433	539	
4	0	0	0	0	432	539	
5	0	0	0	0	433	538	
6	0	0	0	0	437	534	
7	0	0	0	0	445	539	
8	0	0	0	0	455	539	
9	0	0	0	0	467	539	
10	0	0	0	0	479	543	
11	0	0	0	0	493	539	
12	0	0	0	0	506	538	
13	0	0	0	0	518	538	
14	0	0	0	0	534	534	
15	0	0	0	0	550	538	
0	0	0	0	0	565	539	
1	0	0	0	0	578	539	
2	0	0	0	0	591	543	
3	0	0	0	0	603	539	
4	0	0	0	0	614	538	
5	0	0	0	0	622	539	
6	0	0	0	0	625	534	
7	0	0	0	0	624	539	
8	0	0	0	0	620	538	
9	0	0	0	0	615	538	
10	0	0	0	0	605	543	
11	0	0	0	0	591	538	
12	0	0	0	0	574	538	
13	0	0	0	0	560	538	
14	0	0	0	0	551	533	
15	0	0	0	0	547	539	
0	0	0	0	0	546	539	
1	0	0	0	0	549	538	
2	0	0	0	0	551	543	
3	0	0	0	0	555	538	
4	0	0	0	0	559	539	
5	0	0	0	0	560	539	
6	0	0	0	0	558	533	
7	0	0	0	0	555	539	
8	0	0	0	0	552	538	
9	0	0	0	0	548	539	
10	0	0	0	0	541	543	
11	0	0	0	0	533	538	
12	0	0	0	0	523	539	
13	0	0	0	0	515	538	
14	0	0	0	0	506	535	
15	0	0	0	0	497	539	
0	0	0	0	0	489	539	
1	0	0	0	0	481	538	
2	0	0	0	0	474	543	
3	0	0	0	0	469	539	
4	0	0	0	0	463	538	
5	0	0	0	0	459	537	
6	0	0	0	0	455	533	
7	0	0	0	0	451	538	
8	0	0	0	0	448	538	
9	0	0	0	0	445	538	
10	0	0	0	0	442	542	
11	0	0	0	0	440	538	
12	0	0	0	0	438	537	
13	0	0	0	0	436	538	
14	0	0	0	0	435	533	
15	0	0	0	0	434	538	
0	0	0	0	0	433	538	
1	0	0	0	0	433	538	
2	0	0	0	0	432	542	
3	0	0	0	0	434	538	
4	0	0	0	0	435	537	
5	0	0	0	0	435	537	
6	0	0	0	0	435	532	
7	0	0	0	0	436	537	
8	0	0	0	0	436	537	
9	0	0	0	0	437	538	
10	0	0	0	0	440	542	
11	0	0	0	0	441	536	
12	0	0	0	0	442	538	
13	0	0	0	0	443	537	
14	0	0	0	0	443	532	
15	0	0	0	0	443	537	
0	0	0	0	0	441	538	
1	0	0	0	0	440	538	
2	0	0	0	0	441	542	
3	0	0	0	0	440	538	
4	0	0	0	0	440	537	
5	0	0	0	0	440	538	
6	0	0	0	0	440	533	
7	0	0	0	0	441	537	
8	0	0	0	0	442	538	
9	0	0	0	0	444	538	
10	0	0	0	0	444	543	
11	0	0	0	0	445	538	
12	0	0	0	0	447	538	
13	0	0	0	0	448	537	
14	0	0	0	0	449	532	
15	0	0	0	0	449	537	
0	0	0	0	0	450	537	
1	0	0	0	0	450	537	
2	0	0	0	0	451	542	
3	0	0	0	0	452	537	
4	0	0	0	0	453	538	
5	0	0	0	0	454	538	
6	0	0	0	0	453	533	
7	0	0	0	0	453	538	
8	0	0	0	0	454	538	
9	0	0	0	0	454	537	
10	0	0	0	0	454	543	
11	0	0	0	0	453	538	
12	0	0	0	0	455	537	
13	0	0	0	0	458	537	
14	0	0	0	0	459	533	
15	0	0	0	0	460	537	
0	0	0	0	0	461	538	
1	0	0	0	0	463	538	
2	0	0	0	0	464	542	
3	0	0	0	0	466	537	
4	0	0	0	0	467	538	
5	0	0	0	0	468	537	
6	0	0	0	0	468	533	
7	0	0	0	0	468	538	
8	0	0	0	0	468	537	
9	0	0	0	0	467	538	
10	0	0	0	0	468	542	
11	0	0	0	0	467	538	
12	0	0	0	0	467	537	
13	0	0	0	0	467	537	
14	0	0	0	0	468	532	
15	0	0	0	0	468	538	
0	0	0	0	0	470	538	
1	0	0	0	0	472	538	
2	0	0	0	0	473	542	
3	0	0	0	0	477	537	
4	0	0	0	0	480	537	
5	0	0	0	0	481	537	
6	0	0	0	0	484	532	
7	0	0	0	0	487	538	
8	0	0	0	0	489	537	
9	0	0	0	0	489	537	
10	0	0	0	0	491	542	
11	0	0	0	0	493	538	
12	0	0	0	0	493	538	
13	0	0	0	0	493	537	
14	0	0	0	0	494	533	
15	0	0	0	0	495	537	
0	0	0	0	0	495	538	
1	0	0	0	0	495	538	
2	0	0	0	0	495	542	
3	0	0	0	0	497	538	
4	0	0	0	0	497	537	
5	0	0	0	0	497	537	
6	0	0	0	0	499	531	
7	0	0	0	0	502	537	
8	0	0	0	0	504	538	
9	0	0	0	0	505	537	
10	0	0	0	0	505	542	
11	0	0	0	0	506	538	
12	0	0	0	0	507	538	
13	0	0	0	0	508	537	
14	0	0	0	0	507	533	
15	0	0	0	0	507	537	
0	0	0	0	0	508	537	
1	0	0	0	0	507	539	
2	0	0	0	0	508	542	
3	0	0	0	0	508	538	
4	0	0	0	0	509	538	
5	0	0	0	0	510	537	
6	0	0	0	0	510	533	
7	0	0	0	0	511	537	
8	0	0	0	0	512	537	
9	0	0	0	0	513	538	
10	0	0	0	0	514	542	
11	0	0	0	0	516	538	
12	0	0	0	0	518	537	
13	0	0	0	0	519	537	
14	0	0	0	0	520	533	
15	0	0	0	0	521	538	
0	0	0	0	0	522	537	
1	0	0	0	0	523	537	
2	0	0	0	0	521	542	
3	0	0	0	0	521	537	
4	0	0	0	0	519	537	
5	0	0	0	0	519	537	
